ACCOUNT_ID,COUNTRY,PRODUCT,MONTH,UNIT_SALES (in Million $),TOTAL_EXPENSE (in Million $),SALESFORCE_EXPENSE (in Million $),ADVERTISEMENT_EXPENSE (in Million $),DIGITAL_EXPENSE (in Million $)
376306,COUNTRY 1,Drug_2,8/1/2012,68.73398366,14.1591601,7.951280526,,5.505486503
376306,COUNTRY 1,Drug_2,9/1/2012,36.38679696,12.27966983,7.27756928,,4.898468032
376306,COUNTRY 1,Drug_2,10/1/2012,46.6789003,13.30848336,7.752800672,,5.252447756
376306,COUNTRY 1,Drug_2,11/1/2012,54.15534015,14.08852489,7.839598982,,4.946258516
376306,COUNTRY 1,Drug_2,12/1/2012,30.21734224,14.01463252,7.782525372,,5.34793904
376306,COUNTRY 1,Drug_2,1/1/2013,52.59966641,10.63168481,6.107722556,,3.736615854
376306,COUNTRY 1,Drug_2,2/1/2013,33.83186806,12.65577979,7.477335298,,4.668556563
376306,COUNTRY 1,Drug_2,3/1/2013,29.19356143,12.66198176,6.851368527,,4.903422039
376306,COUNTRY 1,Drug_2,4/1/2013,29.74138996,10.73544856,5.737918778,,4.099492872
376306,COUNTRY 1,Drug_2,5/1/2013,34.91050783,10.46486684,5.386939137,,3.442874961
376306,COUNTRY 1,Drug_2,6/1/2013,33.14363632,9.79579513,5.789393919,,3.761705793
376306,COUNTRY 1,Drug_2,7/1/2013,46.82154914,12.36894594,6.712127312,,4.761939397
376306,COUNTRY 1,Drug_2,8/1/2013,40.50711572,13.47040481,7.782472377,,4.78970941
376306,COUNTRY 1,Drug_2,9/1/2013,46.4033276,12.70327713,7.312819682,,5.076948096
376306,COUNTRY 1,Drug_2,10/1/2013,32.08819038,12.01862009,6.441956648,,4.438014854
376306,COUNTRY 1,Drug_2,11/1/2013,31.16280731,11.79009904,6.387036868,,4.6461553
376306,COUNTRY 1,Drug_2,12/1/2013,47.95103444,12.1803693,6.935466317,,4.452383585
376306,COUNTRY 1,Drug_2,1/1/2014,26.88773545,9.082352695,4.483704735,,3.609263305
376306,COUNTRY 1,Drug_2,2/1/2014,27.60689922,7.798876401,3.902717992,,3.056611867
376306,COUNTRY 1,Drug_2,3/1/2014,33.72529479,9.353700751,4.73386103,,2.954167736
376306,COUNTRY 1,Drug_2,4/1/2014,20.53592907,7.402336358,4.108977905,,2.6157746
376306,COUNTRY 1,Drug_2,5/1/2014,33.6547693,7.985583504,3.946315954,,3.034589026
376306,COUNTRY 1,Drug_2,6/1/2014,28.02935225,8.277385582,3.999644909,,2.674111158
376306,COUNTRY 1,Drug_2,7/1/2014,68.16979131,10.81699863,6.109885883,,4.056557583
376306,COUNTRY 1,Drug_2,8/1/2014,20.37357603,9.955197476,5.321673444,,3.793552336
376306,COUNTRY 1,Drug_2,9/1/2014,17.78505248,9.712538942,5.169822391,,3.361709152
376306,COUNTRY 1,Drug_2,10/1/2014,33.19343914,8.406371036,4.718767611,,3.200591931
376306,COUNTRY 1,Drug_2,11/1/2014,18.90699386,6.719806858,3.097935905,,2.636806568
376306,COUNTRY 1,Drug_2,12/1/2014,21.56338065,6.323260484,3.111145364,,1.933876134
376306,COUNTRY 1,Drug_2,1/1/2015,29.49708182,8.419291046,4.670253121,,3.173593944
376306,COUNTRY 1,Drug_2,2/1/2015,35.08690691,8.184581402,3.956146286,,3.237251192
376306,COUNTRY 1,Drug_2,3/1/2015,28.18346392,8.425444517,4.86283764,,3.274788558
376306,COUNTRY 1,Drug_2,4/1/2015,14.50567932,6.637920838,3.928975702,,2.399747013
376306,COUNTRY 1,Drug_2,5/1/2015,26.14272283,7.212754249,3.344521463,,2.138748821
376306,COUNTRY 1,Drug_2,6/1/2015,20.75793103,5.107138901,2.234140647,,1.813301996
376306,COUNTRY 1,Drug_2,7/1/2015,21.707984,12.6267775,6.863643295,,4.585722672
376306,COUNTRY 1,Drug_2,8/1/2015,69.62271752,11.93780231,6.306393024,,4.523428217
376306,COUNTRY 1,Drug_2,9/1/2015,39.02908232,14.02794557,7.533849437,,5.303176093
376306,COUNTRY 1,Drug_2,10/1/2015,26.2031977,8.491719463,4.208248277,,2.988216087
376306,COUNTRY 1,Drug_2,11/1/2015,41.63343215,10.07383392,5.072253305,,3.745332664
376306,COUNTRY 1,Drug_2,12/1/2015,26.38881254,9.625869333,5.696114477,,3.174944281
376306,COUNTRY 1,Drug_2,1/1/2016,71.21150201,16.60165694,9.108440361,,6.606245558
376306,COUNTRY 1,Drug_2,2/1/2016,41.96247339,15.67863254,8.789823989,,5.392206811
376306,COUNTRY 1,Drug_2,3/1/2016,54.58809806,15.98984328,8.620173203,,6.080132777
376306,COUNTRY 1,Drug_2,4/1/2016,66.33700916,13.55507355,7.70993342,,5.003435619
376306,COUNTRY 1,Drug_2,5/1/2016,39.86601412,15.14417345,9.065488252,,5.585093092
376306,COUNTRY 1,Drug_2,6/1/2016,39.92308465,15.69790114,8.899429437,,5.49757777
376306,COUNTRY 1,Drug_2,7/1/2016,25.87696235,7.022072928,3.728319085,,2.604950389
376306,COUNTRY 1,Drug_2,8/1/2016,14.50567932,7.49880142,4.411105912,,2.420357138
376306,COUNTRY 1,Drug_2,9/1/2016,40.83282987,8.447615928,4.443688711,,2.843479623
376306,COUNTRY 1,Drug_2,10/1/2016,14.50567932,4.806570709,2.400386971,,1.364908521
376306,COUNTRY 1,Drug_2,11/1/2016,20.02009789,5.292738404,2.990912073,,1.971722202
376306,COUNTRY 1,Drug_2,12/1/2016,17.52690339,4.372741969,2.533093823,,0.977922843
376306,COUNTRY 1,Drug_2,1/1/2017,33.11243583,7.407188825,3.943705418,,2.132778733
376306,COUNTRY 1,Drug_2,2/1/2017,20.02368625,8.431213308,4.89341558,,2.618168256
376306,COUNTRY 1,Drug_2,3/1/2017,21.61755178,8.39570675,4.971237809,,3.077843754
376306,COUNTRY 1,Drug_2,4/1/2017,36.60406356,10.63350423,5.400492406,,3.941710329
376306,COUNTRY 1,Drug_2,5/1/2017,13.43177107,12.32479684,7.235612046,,4.704587408
376306,COUNTRY 1,Drug_2,6/1/2017,66.1334681,12.70909019,7.088332316,,4.885359114
376306,COUNTRY 1,Drug_2,7/1/2017,33.2717538,7.307997311,4.256002829,,2.234260804
376306,COUNTRY 1,Drug_2,8/1/2017,32.90636856,8.296836045,4.263751781,,2.817144655
376306,COUNTRY 1,Drug_2,9/1/2017,17.02714731,7.414144868,3.576396694,,2.178661651
376306,COUNTRY 1,Drug_2,10/1/2017,18.36880944,3.251767583,1.650687484,,1.260313844
376306,COUNTRY 1,Drug_2,11/1/2017,6.633229646,3.593474105,1.257835557,,0.960619769
376306,COUNTRY 1,Drug_2,1/1/2018,13.43177107,8.921217287,5.339119457,,3.455274975
376306,COUNTRY 1,Drug_2,2/1/2018,32.79257462,8.956527543,4.685923756,,3.5010785
376306,COUNTRY 1,Drug_2,3/1/2018,32.79257462,8.047246088,3.833742656,,3.072333341
376306,COUNTRY 1,Drug_2,4/1/2018,20.02368625,8.056414542,4.195551776,,2.637197729
376306,COUNTRY 1,Drug_2,5/1/2018,39.85893146,7.133506955,3.873788097,,2.308072344
376306,COUNTRY 1,Drug_2,6/1/2018,19.90325311,8.788992186,5.104872977,,3.410462702
376306,COUNTRY 1,Drug_2,7/1/2018,23.12339305,9.253749373,5.532640066,,2.98983094
376306,COUNTRY 1,Drug_2,8/1/2018,32.25499801,9.821625256,5.663959121,,3.44170616
376306,COUNTRY 1,Drug_2,9/1/2018,32.53666348,7.803741226,4.035066036,,2.465647468
376306,COUNTRY 1,Drug_2,10/1/2018,43.95293646,8.918103261,4.9708715,,3.099768923
376306,COUNTRY 1,Drug_1,8/1/2010,47.29317164,8.528302233,4.065477182,,2.820422199
376306,COUNTRY 1,Drug_1,9/1/2010,27.72344399,7.846276204,3.921525605,,2.352888605
376306,COUNTRY 1,Drug_1,10/1/2010,14.97325771,7.4369534,4.084849478,,2.311777393
376306,COUNTRY 1,Drug_1,11/1/2010,21.54499699,7.463554354,3.420927074,,2.566800911
376306,COUNTRY 1,Drug_1,12/1/2010,28.19747372,5.803892929,3.36614236,,2.214371947
376306,COUNTRY 1,Drug_1,1/1/2011,21.86816567,7.340783157,3.659807361,,2.847449766
376306,COUNTRY 1,Drug_1,2/1/2011,21.30526202,5.172541503,3.100740057,,2.061678013
376306,COUNTRY 1,Drug_1,3/1/2011,19.27327082,7.010405608,3.608234435,,2.558049122
376306,COUNTRY 1,Drug_1,4/1/2011,20.75676378,5.967106641,3.376072561,,2.368291959
376306,COUNTRY 1,Drug_1,5/1/2011,12.34303891,6.51101265,3.667195916,,1.816299766
376306,COUNTRY 1,Drug_1,6/1/2011,21.67560677,7.283016797,4.014223271,,2.909918444
376306,COUNTRY 1,Drug_1,7/1/2011,21.6980471,4.717175883,1.879728221,,1.079477134
376306,COUNTRY 1,Drug_1,8/1/2011,8.813657002,6.287616629,3.609443998,,2.027358791
376306,COUNTRY 1,Drug_1,9/1/2011,21.54499699,4.32440221,2.123154484,,1.700920296
376306,COUNTRY 1,Drug_1,10/1/2011,25.85506464,8.576782429,4.231108979,,2.657308039
376306,COUNTRY 1,Drug_1,11/1/2011,21.45000587,10.38863105,5.36057355,,3.867189402
376306,COUNTRY 1,Drug_1,12/1/2011,46.97513125,9.597161112,4.906776745,,3.747381673
376306,COUNTRY 1,Drug_1,1/1/2012,19.15174702,7.138805005,3.350677817,,2.280447661
376306,COUNTRY 1,Drug_1,2/1/2012,28.13249198,6.053815351,3.27898958,,1.837881428
376306,COUNTRY 1,Drug_1,3/1/2012,19.48137186,7.750811041,3.970746622,,2.425822021
376306,COUNTRY 1,Drug_1,4/1/2012,21.46829434,11.3292551,5.969427124,,3.859459351
376306,COUNTRY 1,Drug_1,5/1/2012,35.10862164,10.84142346,5.845642039,,3.863417876
376306,COUNTRY 1,Drug_1,6/1/2012,47.56574477,11.49055461,6.315747826,,4.298875041
376306,COUNTRY 1,Drug_1,7/1/2012,27.93547994,10.58249849,5.258248804,,3.94577685
376306,COUNTRY 1,Drug_1,8/1/2012,35.22373757,10.38824234,6.091757415,,4.019508184
376306,COUNTRY 1,Drug_1,9/1/2012,41.30646309,10.12053095,5.004934397,,3.202035123
376306,COUNTRY 1,Drug_1,10/1/2012,48.23403663,12.90622455,7.555004793,,4.723692383
376306,COUNTRY 1,Drug_1,11/1/2012,33.96016077,13.28802863,7.618776077,,4.690055975
376306,COUNTRY 1,Drug_1,12/1/2012,53.94646001,12.55651025,7.299194995,,4.752111339
376306,COUNTRY 1,Drug_1,1/1/2013,33.6501508,7.449512212,3.881629915,,2.705637073
376306,COUNTRY 1,Drug_1,2/1/2013,25.80974274,7.286702607,4.149856252,,2.914197136
376306,COUNTRY 1,Drug_1,3/1/2013,11.94810745,8.167416953,4.632973787,,2.970803457
376306,COUNTRY 1,Drug_1,4/1/2013,25.78141121,6.442796672,3.345341663,,2.397036151
376306,COUNTRY 1,Drug_1,5/1/2013,26.11928165,8.026845629,4.759293411,,2.903848442
376306,COUNTRY 1,Drug_1,6/1/2013,20.85188457,7.236385885,3.371107088,,2.093372134
376306,COUNTRY 1,Drug_1,7/1/2013,10.05785409,1.673111433,0.051266714,,0.506772636
376306,COUNTRY 1,Drug_1,8/1/2013,5.120924753,2.592106436,1.392578358,,0.93601927
376306,COUNTRY 1,Drug_1,11/1/2013,8.813657002,2.539124289,0.867118366,,0.280306088
376306,COUNTRY 1,Drug_1,12/1/2013,8.065418428,3.560178739,1.215643817,,0.689650668
376306,COUNTRY 1,Drug_1,1/1/2014,8.825809865,3.696471924,1.999624473,,1.285512468
376306,COUNTRY 1,Drug_1,2/1/2014,5.802085792,4.408275113,2.526557373,,1.434471088
376306,COUNTRY 1,Drug_1,3/1/2014,19.37298582,4.498781665,1.883593609,,1.675414511
376306,COUNTRY 1,Drug_1,4/1/2014,10.52400518,5.082444666,2.78248194,,1.618750447
376306,COUNTRY 1,Drug_1,5/1/2014,11.08700163,5.939325304,2.68580113,,1.659403577
376306,COUNTRY 1,Drug_1,6/1/2014,28.43549601,4.034687202,1.563077139,,1.604261498
376306,COUNTRY 1,Drug_1,7/1/2014,12.36724194,4.701282549,2.623599287,,1.359720959
376306,COUNTRY 1,Drug_1,8/1/2014,8.813657002,4.371558312,1.853013546,,0.908186494
376306,COUNTRY 1,Drug_1,9/1/2014,15.53107746,3.794776858,1.83307932,,0.645155075
376306,COUNTRY 1,Drug_1,10/1/2014,11.96768057,4.668754603,2.164745311,,1.015784306
376306,COUNTRY 1,Drug_1,11/1/2014,10.3370707,4.621440831,2.251865757,,1.244241616
376306,COUNTRY 1,Drug_1,12/1/2014,21.59041704,5.479342187,2.324360848,,1.946061413
376306,COUNTRY 1,Drug_1,1/1/2015,14.96120672,3.525220472,1.504435591,,0.704075893
376306,COUNTRY 1,Drug_1,2/1/2015,10.27046369,3.320651646,1.961529189,,1.026666347
376306,COUNTRY 1,Drug_1,3/1/2015,4.995520758,3.404033518,1.53198265,,1.298667822
376306,COUNTRY 1,Drug_1,4/1/2015,5.000436994,3.787261718,1.40543986,,1.024224661
376306,COUNTRY 1,Drug_1,6/1/2015,14.7022778,3.050412593,1.050421208,,0.717537026
376306,COUNTRY 1,Drug_1,7/1/2015,17.65797968,5.42181676,2.368417494,,1.374533966
376306,COUNTRY 1,Drug_1,8/1/2015,18.98529243,4.734685022,2.52022321,,1.519411755
376306,COUNTRY 1,Drug_1,9/1/2015,11.92084804,5.896401685,2.926906666,,1.725351401
376306,COUNTRY 1,Drug_1,10/1/2015,5.014653897,3.18577876,1.294860708,,0.685032076
376306,COUNTRY 1,Drug_1,11/1/2015,13.78122338,3.621807209,1.850794331,,0.961749094
376306,COUNTRY 1,Drug_1,12/1/2015,14.44723543,3.082975837,0.9335733,,1.067242086
376306,COUNTRY 1,Drug_1,1/1/2016,10.92385223,3.846359704,1.326677641,,0.929550652
376306,COUNTRY 1,Drug_1,2/1/2016,10.05368252,3.304242091,1.132464289,,0.752712147
376306,COUNTRY 1,Drug_1,3/1/2016,15.5110655,4.088076297,1.871943972,,1.340217289
376306,COUNTRY 1,Drug_1,4/1/2016,5.068258115,3.420461844,1.511539983,,0.883226395
376306,COUNTRY 1,Drug_1,5/1/2016,8.976299013,4.184262031,1.778548622,,1.028374823
376306,COUNTRY 1,Drug_1,6/1/2016,14.92959265,3.997144934,1.688791492,,1.329990374
376306,COUNTRY 1,Drug_1,7/1/2016,21.6009174,6.847411102,3.569788743,,1.919513976
376306,COUNTRY 1,Drug_1,8/1/2016,12.26179411,5.719973962,2.823472887,,1.957685002
376306,COUNTRY 1,Drug_1,9/1/2016,14.88601457,5.354653839,2.970629263,,1.871849913
376306,COUNTRY 1,Drug_1,10/1/2016,12.30158522,4.109970557,1.893725536,,1.142413931
376306,COUNTRY 1,Drug_1,11/1/2016,14.92959265,3.542851292,1.094337021,,1.091367543
376306,COUNTRY 1,Drug_1,12/1/2016,14.97325771,6.277390162,3.037930073,,2.147009116
376306,COUNTRY 1,Drug_1,1/1/2017,12.22373108,4.831574554,1.862615822,,1.678748422
376306,COUNTRY 1,Drug_1,2/1/2017,20.22857324,5.670621634,2.782047176,,1.835805923
376306,COUNTRY 1,Drug_1,3/1/2017,20.4417011,5.707859161,2.422714206,,1.91135063
376306,COUNTRY 1,Drug_1,4/1/2017,20.16968914,6.515770975,3.63358048,,2.408728307
376306,COUNTRY 1,Drug_1,5/1/2017,20.81318017,8.763751957,4.583658149,,2.867877746
376306,COUNTRY 1,Drug_1,6/1/2017,33.1026714,8.482782624,4.482422936,,2.578070154
376306,COUNTRY 1,Drug_1,7/1/2017,21.29207209,5.800343395,2.381942504,,2.23255724
376306,COUNTRY 1,Drug_1,8/1/2017,33.38814527,5.677126227,3.044128612,,1.726147393
376306,COUNTRY 1,Drug_1,9/1/2017,12.83361578,6.519426902,3.23243682,,2.367235852
376306,COUNTRY 1,Drug_1,10/1/2017,20.64092051,6.292362441,2.923566821,,2.354166025
376306,COUNTRY 1,Drug_1,11/1/2017,21.03336858,6.418532227,3.734974291,,2.310828331
376306,COUNTRY 1,Drug_1,12/1/2017,13.36169508,6.195415944,3.599197493,,2.267631091
376306,COUNTRY 1,Drug_1,1/1/2018,18.85921473,5.311873591,2.805201097,,1.860326873
376306,COUNTRY 1,Drug_1,2/1/2018,14.05570824,6.505618702,3.328074028,,1.742044843
376306,COUNTRY 1,Drug_1,3/1/2018,21.27281391,6.78552852,3.216865945,,2.347832046
376306,COUNTRY 1,Drug_1,4/1/2018,21.57356869,6.928879687,4.048696461,,2.089902043
376306,COUNTRY 1,Drug_1,5/1/2018,19.71464267,6.46465384,3.031570233,,2.120630945
376306,COUNTRY 1,Drug_1,6/1/2018,21.61413246,7.347780747,3.571035653,,2.090406731
376306,COUNTRY 1,Drug_1,7/1/2018,12.30158522,4.749239332,2.65270503,,1.196700283
376306,COUNTRY 1,Drug_1,8/1/2018,28.21653007,4.457012361,2.247605566,,1.213525506
376306,COUNTRY 1,Drug_1,9/1/2018,14.97352839,5.558834493,2.921840129,,1.384594867
376306,COUNTRY 1,Drug_1,10/1/2018,14.98198194,4.183223123,1.648207433,,0.968135281
376306,COUNTRY 1,Drug_3,2/1/2014,3.675329659,1.41240274,0.618593058,,0.497671691
376306,COUNTRY 1,Drug_3,3/1/2014,12.93653029,2.394636218,0.555072817,,0.33880718
376306,COUNTRY 1,Drug_3,4/1/2014,3.675329659,0.202733604,0.113625868,,0.070455614
376306,COUNTRY 1,Drug_3,7/1/2014,5.236530289,1.647641491,0.029465077,0.138559864,0.591492982
376306,COUNTRY 1,Drug_3,8/1/2014,3.675329659,1.845787274,0.01702173,,0.071595871
376306,COUNTRY 1,Drug_3,9/1/2014,7.436530289,1.751003351,0.317028022,,0.465358949
376306,COUNTRY 1,Drug_3,10/1/2014,2.993976317,1.324813822,0.418805358,,0.510690714
376306,COUNTRY 1,Drug_3,11/1/2014,2.993976317,0.647303126,0.338274405,,0.237958321
376306,COUNTRY 1,Drug_3,12/1/2014,2.993976317,2.938680801,1.394150494,0.892997362,1.096791721
376306,COUNTRY 1,Drug_3,2/1/2015,1.936530289,0.076156301,0.043204572,,0.023336053
376306,COUNTRY 1,Drug_3,7/1/2015,1.936530289,1.39095384,0.745911251,,0.130537501
376306,COUNTRY 1,Drug_3,8/1/2015,4.171735268,0.972515735,0.030386324,0.005315499,0.304885742
376306,COUNTRY 1,Drug_3,9/1/2015,3.714919353,1.462099722,0.485744763,,0.578892541
376306,COUNTRY 1,Drug_3,10/1/2015,4.613072137,1.108827354,0.564235739,,0.056963726
376306,COUNTRY 1,Drug_3,11/1/2015,4.689456767,1.370621997,0.405564487,0.440457563,0.451761107
376306,COUNTRY 1,Drug_3,12/1/2015,14.72322927,4.141353586,2.087729413,1.283326875,1.502057917
376306,COUNTRY 1,Drug_3,1/1/2016,5.210781547,3.392275536,1.361937017,,0.949983482
376306,COUNTRY 1,Drug_3,2/1/2016,6.49441266,3.57541506,1.693598231,0.596641725,0.827611495
376306,COUNTRY 1,Drug_3,3/1/2016,6.49441266,4.326921061,1.809973675,0.090461948,0.903111041
376306,COUNTRY 1,Drug_3,4/1/2016,5.352593953,2.40013753,0.54084966,,0.166324225
376306,COUNTRY 1,Drug_3,5/1/2016,11.64753808,2.69745634,0.873839302,,0.435146247
376306,COUNTRY 1,Drug_3,6/1/2016,5.352593953,2.974054133,1.271526116,1.037692667,1.131949433
376306,COUNTRY 1,Drug_3,7/1/2016,6.49441266,3.611070383,1.740121988,0.241264097,1.037690898
376306,COUNTRY 1,Drug_3,8/1/2016,4.110781547,2.566847107,1.067342543,,0.211685826
376306,COUNTRY 1,Drug_3,9/1/2016,4.110781547,2.454964189,0.388150649,0.237691498,0.671174871
376306,COUNTRY 1,Drug_3,10/1/2016,4.110781547,1.272073183,0.491481936,,0.322414532
376306,COUNTRY 1,Drug_3,11/1/2016,4.110781547,2.33313751,0.513116578,,0.208470727
376306,COUNTRY 1,Drug_3,12/1/2016,6.310781547,3.422289582,0.975806425,0.628685647,1.251592331
376306,COUNTRY 1,Drug_3,1/1/2017,5.352593953,0.369846308,0.211323774,,0.127881905
376306,COUNTRY 1,Drug_3,2/1/2017,4.110781547,2.496629598,1.056610528,0.392179149,0.717794752
376306,COUNTRY 1,Drug_3,3/1/2017,5.167862769,0.611823078,0.311152455,,0.201774654
376306,COUNTRY 1,Drug_3,4/1/2017,7.852925704,2.225499915,0.954229494,0.048748197,0.474625163
376306,COUNTRY 1,Drug_3,5/1/2017,8.356016794,1.672345178,0.667005012,,0.21209823
376306,COUNTRY 1,Drug_3,6/1/2017,1.713560604,0.796895466,0.337291255,,0.30851498
376306,COUNTRY 1,Drug_3,7/1/2017,1.812162831,0.394554749,0.228226785,,0.145792694
376306,COUNTRY 1,Drug_3,8/1/2017,3.974624261,1.904808755,0.600502214,0.018154625,0.740527673
376306,COUNTRY 1,Drug_3,10/1/2017,3.919567603,1.960588355,1.137714445,,0.02492764
376306,COUNTRY 1,Drug_3,11/1/2017,2.817902696,1.06876778,0.59230887,0.22988988,0.361344789
376306,COUNTRY 1,Drug_3,12/1/2017,2.643886544,2.037265841,0.409989787,,0.235291411
376306,COUNTRY 1,Drug_3,1/1/2018,2.726975273,0.112891571,0.058172336,,0.04271783
376306,COUNTRY 1,Drug_3,2/1/2018,3.965561155,2.756532791,0.798940447,,0.255933779
376306,COUNTRY 1,Drug_3,3/1/2018,2.754102732,1.948930753,0.654906562,0.155075162,0.671534746
376306,COUNTRY 1,Drug_3,4/1/2018,2.791552112,0.860264726,0.459587667,,0.072191114
376306,COUNTRY 1,Drug_3,5/1/2018,13.73784305,3.219777381,1.051287366,0.258819466,0.424340694
376306,COUNTRY 1,Drug_3,7/1/2018,2.993976317,1.418419739,0.744009873,,0.442586368
376306,COUNTRY 1,Drug_3,8/1/2018,2.993976317,1.431299682,0.456652942,0.18815577,0.461355893
376306,COUNTRY 1,Drug_3,10/1/2018,2.993976317,0.705662357,0.415446122,,0.268956927
2097524,COUNTRY 1,Drug_2,10/1/2010,28.72597999,6.744663393,4.006768247,,2.176072544
2097524,COUNTRY 1,Drug_2,11/1/2010,17.09190262,7.424488663,3.40694505,,2.709199589
2097524,COUNTRY 1,Drug_2,12/1/2010,28.90677195,6.732610257,3.104629946,,2.678553231
2097524,COUNTRY 1,Drug_2,1/1/2011,6.878801624,5.798982459,2.992902132,,1.588627305
2097524,COUNTRY 1,Drug_2,2/1/2011,6.223230461,3.102653821,0.768944651,,0.619148676
2097524,COUNTRY 1,Drug_2,3/1/2011,28.72597999,4.357318881,1.923140822,,1.734432656
2097524,COUNTRY 1,Drug_2,4/1/2012,22.83996443,5.196115155,2.204981864,,1.525694717
2097524,COUNTRY 1,Drug_2,5/1/2012,12.93731012,4.563582472,1.961649033,,1.64555026
2097524,COUNTRY 1,Drug_2,6/1/2012,12.74403361,5.383838622,2.243521811,,2.006831473
2097524,COUNTRY 1,Drug_2,7/1/2012,23.76868219,7.498627143,3.869557144,,2.958897413
2097524,COUNTRY 1,Drug_2,8/1/2012,27.34279969,8.724528624,4.643553668,,3.061237381
2097524,COUNTRY 1,Drug_2,9/1/2012,28.40779076,8.839026727,4.967258208,,3.257607676
2097524,COUNTRY 1,Drug_2,10/1/2012,15.88885043,5.760817898,3.129460572,,2.103344419
2097524,COUNTRY 1,Drug_2,11/1/2012,34.5784584,7.363071791,4.221292118,,2.403306726
2097524,COUNTRY 1,Drug_2,12/1/2012,12.89664523,5.946056214,2.710568328,,1.79477699
2097524,COUNTRY 1,Drug_2,1/1/2013,13.64394875,4.342480839,2.515996208,,1.464353825
2097524,COUNTRY 1,Drug_2,2/1/2013,26.98746635,5.394387386,2.82834658,,1.603185207
2097524,COUNTRY 1,Drug_2,3/1/2013,16.38035472,5.452435731,2.206946125,,1.721713007
2097524,COUNTRY 1,Drug_2,4/1/2013,32.77550158,9.311378709,5.030182846,,3.284939483
2097524,COUNTRY 1,Drug_2,5/1/2013,32.35067743,9.701937972,5.614931405,,3.832084865
2097524,COUNTRY 1,Drug_2,6/1/2013,18.94723404,9.43401769,4.669780629,,3.334711507
2097524,COUNTRY 1,Drug_2,7/1/2013,35.91067875,8.848307922,4.410552049,,3.147566847
2097524,COUNTRY 1,Drug_2,8/1/2013,23.30819867,8.504585548,4.08707441,,3.247399244
2097524,COUNTRY 1,Drug_2,9/1/2013,36.77959641,9.094041878,4.442202707,,3.22884998
2097524,COUNTRY 1,Drug_2,10/1/2013,24.42039866,7.982931672,4.024428126,,2.800348906
2097524,COUNTRY 1,Drug_2,11/1/2013,37.67123943,9.629737416,4.804698714,,3.262370914
2097524,COUNTRY 1,Drug_2,12/1/2013,27.81928302,9.756827868,5.789961057,,3.590534441
2097524,COUNTRY 1,Drug_2,1/1/2014,18.08920215,6.874407482,3.992300337,,1.951772024
2097524,COUNTRY 1,Drug_2,2/1/2014,30.20683589,6.935048747,3.941533851,,2.358382398
2097524,COUNTRY 1,Drug_2,3/1/2014,18.99151019,6.864619449,3.986369118,,2.681574891
2097524,COUNTRY 1,Drug_2,4/1/2014,19.10008363,10.56279172,5.344379505,,3.762638784
